"Person ID",Name,Party,URI
10208,"Lord Foster of Bath","Liberal Democrat",https://www.theyworkforyou.com/peer/10208/lord_foster_of_bath
10207,"Lord Foster of Bishop Auckland",Labour,https://www.theyworkforyou.com/peer/10207/lord_foster_of_bishop_auckland
10211,"Lord Foulkes of Cumnock",Labour,https://www.theyworkforyou.com/peer/10211/lord_foulkes_of_cumnock
10212,"Lord Fowler",Conservative,https://www.theyworkforyou.com/peer/10212/lord_fowler
25240,"Lord Fox","Liberal Democrat",https://www.theyworkforyou.com/peer/25240/lord_fox
10370,"Lord Framlingham",Conservative,https://www.theyworkforyou.com/peer/10370/lord_framlingham
25594,"Lord Fraser of Corriegarth",Conservative,https://www.theyworkforyou.com/peer/25594/lord_fraser_of_corriegarth
13307,"Lord Freeman",Conservative,https://www.theyworkforyou.com/peer/13307/lord_freeman
24689,"Lord Freud",Conservative,https://www.theyworkforyou.com/peer/24689/lord_freud
13308,"Lord Freyberg",Crossbench,https://www.theyworkforyou.com/peer/13308/lord_freyberg
13577,"Baroness Fritchie",Crossbench,https://www.theyworkforyou.com/peer/13577/baroness_fritchie
25584,"Lord Gadhia",Conservative,https://www.theyworkforyou.com/peer/25584/lord_gadhia
13310,"Baroness Gale",Labour,https://www.theyworkforyou.com/peer/13310/baroness_gale
13938,"Baroness Garden of Frognal","Liberal Democrat",https://www.theyworkforyou.com/peer/13938/baroness_garden_of_frognal
24980,"Lord Gardiner of Kimble",Conservative,https://www.theyworkforyou.com/peer/24980/lord_gardiner_of_kimble
13304,"Baroness Gardner of Parkes",Conservative,https://www.theyworkforyou.com/peer/13304/baroness_gardner_of_parkes
13063,"Lord Garel-Jones",Conservative,https://www.theyworkforyou.com/peer/13063/lord_garel-jones
10221,"Lord Garnier",Conservative,https://www.theyworkforyou.com/peer/10221/lord_garnier
13061,"Lord Geddes",Conservative,https://www.theyworkforyou.com/peer/13061/lord_geddes
25721,"Lord Geidt",Crossbench,https://www.theyworkforyou.com/peer/25721/lord_geidt
24984,"Lord German","Liberal Democrat",https://www.theyworkforyou.com/peer/24984/lord_german
13066,"Baroness Gibson of Market Rasen",Labour,https://www.theyworkforyou.com/peer/13066/baroness_gibson_of_market_rasen
13483,"Lord Giddens",Labour,https://www.theyworkforyou.com/peer/13483/lord_giddens
25456,"Lord Gilbert of Panteg",Conservative,https://www.theyworkforyou.com/peer/25456/lord_gilbert_of_panteg
13170,"the Earl of Glasgow","Liberal Democrat",https://www.theyworkforyou.com/peer/13170/earl_of_glasgow
25068,"Lord Glasman",Labour,https://www.theyworkforyou.com/peer/25068/lord_glasman
12919,"Lord Glenarthur",Conservative,https://www.theyworkforyou.com/peer/12919/lord_glenarthur
25070,"Lord Glendonbrook",Conservative,https://www.theyworkforyou.com/peer/25070/lord_glendonbrook
12920,"Lord Glentoran",Conservative,https://www.theyworkforyou.com/peer/12920/lord_glentoran
25461,"the Bishop of Gloucester",Bishop,https://www.theyworkforyou.com/peer/25461/bishop_of_gloucester
25247,"Lord Goddard of Stockport","Liberal Democrat",https://www.theyworkforyou.com/peer/25247/lord_goddard_of_stockport
12918,"Lord Goff of Chieveley",Crossbench,https://www.theyworkforyou.com/peer/12918/lord_goff_of_chieveley
25054,"Lord Gold",Conservative,https://www.theyworkforyou.com/peer/25054/lord_gold
13998,"Baroness Goldie",Conservative,https://www.theyworkforyou.com/peer/13998/baroness_goldie
10233,"Baroness Golding",Labour,https://www.theyworkforyou.com/peer/10233/baroness_golding
12924,"Lord Goldsmith",Labour,https://www.theyworkforyou.com/peer/12924/lord_goldsmith
10234,"Lord Goodlad",Conservative,https://www.theyworkforyou.com/peer/10234/lord_goodlad
12922,"Lord Gordon of Strathblane",Labour,https://www.theyworkforyou.com/peer/12922/lord_gordon_of_strathblane
12914,"Viscount Goschen",Conservative,https://www.theyworkforyou.com/peer/12914/viscount_goschen
12915,"Baroness Goudie",Labour,https://www.theyworkforyou.com/peer/12915/baroness_goudie
13569,"Baroness Gould of Potternewton",Labour,https://www.theyworkforyou.com/peer/13569/baroness_gould_of_potternewton
13568,"Lord Grabiner",Labour,https://www.theyworkforyou.com/peer/13568/lord_grabiner
25065,"Lord Grade of Yarmouth",Conservative,https://www.theyworkforyou.com/peer/25065/lord_grade_of_yarmouth
13571,"Lord Graham of Edmonton",Labour,https://www.theyworkforyou.com/peer/13571/lord_graham_of_edmonton
13570,"Lord Grantchester",Labour,https://www.theyworkforyou.com/peer/13570/lord_grantchester
13572,"Lord Greaves","Liberal Democrat",https://www.theyworkforyou.com/peer/13572/lord_greaves
25254,"Lord Green of Deddington",Crossbench,https://www.theyworkforyou.com/peer/25254/lord_green_of_deddington
25017,"Lord Green of Hurstpierpoint",Conservative,https://www.theyworkforyou.com/peer/25017/lord_green_of_hurstpierpoint
13574,"Baroness Greenfield",Crossbench,https://www.theyworkforyou.com/peer/13574/baroness_greenfield
13561,"Baroness Greengross",Crossbench,https://www.theyworkforyou.com/peer/13561/baroness_greengross
13560,"Lord Greenway",Crossbench,https://www.theyworkforyou.com/peer/13560/lord_greenway
25188,"Baroness Grender","Liberal Democrat",https://www.theyworkforyou.com/peer/25188/baroness_grender
24707,"Baroness Grey-Thompson",Crossbench,https://www.theyworkforyou.com/peer/24707/baroness_grey-thompson
12837,"Lord Griffiths of Burry Port",Labour,https://www.theyworkforyou.com/peer/12837/lord_griffiths_of_burry_port
13417,"Lord Griffiths of Fforestfach",Conservative,https://www.theyworkforyou.com/peer/13417/lord_griffiths_of_fforestfach
10247,"Lord Grocott",Labour,https://www.theyworkforyou.com/peer/10247/lord_grocott
13420,"Lord Guthrie of Craigiebank",Crossbench,https://www.theyworkforyou.com/peer/13420/lord_guthrie_of_craigiebank
10251,"Lord Hague of Richmond",Conservative,https://www.theyworkforyou.com/peer/10251/lord_hague_of_richmond
10283,"Viscount Hailsham",Conservative,https://www.theyworkforyou.com/peer/10283/viscount_hailsham
10252,"Lord Hain",Labour,https://www.theyworkforyou.com/peer/10252/lord_hain
12840,"Baroness Hale of Richmond",Judge,https://www.theyworkforyou.com/peer/12840/baroness_hale_of_richmond
24705,"Lord Hall of Birkenhead",Crossbench,https://www.theyworkforyou.com/peer/24705/lord_hall_of_birkenhead
25779,"Baroness Hallett",Crossbench,https://www.theyworkforyou.com/peer/25779/baroness_hallett
13923,"Lord Hameed",Crossbench,https://www.theyworkforyou.com/peer/13923/lord_hameed
10255,"Lord Hamilton of Epsom",Conservative,https://www.theyworkforyou.com/peer/10255/lord_hamilton_of_epsom
13422,"Baroness Hamwee","Liberal Democrat",https://www.theyworkforyou.com/peer/13422/baroness_hamwee
13423,"Baroness Hanham",Conservative,https://www.theyworkforyou.com/peer/13423/baroness_hanham
13140,"Lord Hannay of Chiswick",Crossbench,https://www.theyworkforyou.com/peer/13140/lord_hannay_of_chiswick
13139,"Lord Hanningfield",Non-affiliated,https://www.theyworkforyou.com/peer/13139/lord_hanningfield
25071,"Viscount Hanworth",Labour,https://www.theyworkforyou.com/peer/25071/viscount_hanworth
13137,"Lord Hardie",Judge,https://www.theyworkforyou.com/peer/13137/lord_hardie
25239,"Baroness Harding of Winscombe",Conservative,https://www.theyworkforyou.com/peer/25239/baroness_harding_of_winscombe
13168,"Lord Harries of Pentregarth",Crossbench,https://www.theyworkforyou.com/peer/13168/lord_harries_of_pentregarth
13135,"Lord Harris of Haringey",Labour,https://www.theyworkforyou.com/peer/13135/lord_harris_of_haringey
13133,"Lord Harris of Peckham",Conservative,https://www.theyworkforyou.com/peer/13133/lord_harris_of_peckham
13148,"Baroness Harris of Richmond","Liberal Democrat",https://www.theyworkforyou.com/peer/13148/baroness_harris_of_richmond
13147,"Lord Harrison",Labour,https://www.theyworkforyou.com/peer/13147/lord_harrison
13200,"Lord Hart of Chilton",Labour,https://www.theyworkforyou.com/peer/13200/lord_hart_of_chilton
10263,"Lord Haselhurst",Conservative,https://www.theyworkforyou.com/peer/10263/lord_haselhurst
13499,"Lord Haskel",Labour,https://www.theyworkforyou.com/peer/13499/lord_haskel
13500,"Lord Haskins",Crossbench,https://www.theyworkforyou.com/peer/13500/lord_haskins
13718,"Lord Hastings of Scarisbrick",Crossbench,https://www.theyworkforyou.com/peer/13718/lord_hastings_of_scarisbrick
13497,"Lord Hattersley",Labour,https://www.theyworkforyou.com/peer/13497/lord_hattersley
25206,"Lord Haughey",Labour,https://www.theyworkforyou.com/peer/25206/lord_haughey
13052,"Lord Haworth",Labour,https://www.theyworkforyou.com/peer/13052/lord_haworth
13799,"Lord Hay of Ballyore",DUP,https://www.theyworkforyou.com/peer/13799/lord_hay_of_ballyore
13495,"Baroness Hayman",Crossbench,https://www.theyworkforyou.com/peer/13495/baroness_hayman
24973,"Baroness Hayter of Kentish Town",Labour,https://www.theyworkforyou.com/peer/24973/baroness_hayter_of_kentish_town
17722,"Lord Hayward",Conservative,https://www.theyworkforyou.com/peer/17722/lord_hayward
25004,"Baroness Healy of Primrose Hill",Labour,https://www.theyworkforyou.com/peer/25004/baroness_healy_of_primrose_hill
25253,"Baroness Helic",Conservative,https://www.theyworkforyou.com/peer/25253/baroness_helic
25780,"Lord Hendy",Labour,https://www.theyworkforyou.com/peer/25780/lord_hendy
13545,"Baroness Henig",Labour,https://www.theyworkforyou.com/peer/13545/baroness_henig
13493,"Lord Henley",Conservative,https://www.theyworkforyou.com/peer/13493/lord_henley
25018,"Lord Hennessy of Nympsfield",Crossbench,https://www.theyworkforyou.com/peer/25018/lord_hennessy_of_nympsfield
10276,"Lord Heseltine",Conservative,https://www.theyworkforyou.com/peer/10276/lord_heseltine
25047,"Baroness Heyhoe Flint",Conservative,https://www.theyworkforyou.com/peer/25047/baroness_heyhoe_flint
13340,"Lord Higgins",Conservative,https://www.theyworkforyou.com/peer/13340/lord_higgins
24969,"Lord Hill of Oareford",Conservative,https://www.theyworkforyou.com/peer/24969/lord_hill_of_oareford
13224,"Baroness Hilton of Eggardon",Labour,https://www.theyworkforyou.com/peer/13224/baroness_hilton_of_eggardon
25199,"Baroness Hodgson of Abinger",Conservative,https://www.theyworkforyou.com/peer/25199/baroness_hodgson_of_abinger
13226,"Lord Hodgson of Astley Abbotts",Conservative,https://www.theyworkforyou.com/peer/13226/lord_hodgson_of_astley_abbotts
13221,"Lord Hoffmann",Crossbench,https://www.theyworkforyou.com/peer/13221/lord_hoffmann
25722,"Lord Hogan-Howe",Crossbench,https://www.theyworkforyou.com/peer/25722/lord_hogan-howe
13220,"Baroness Hogg",Crossbench,https://www.theyworkforyou.com/peer/13220/baroness_hogg
13222,"Lord Hollick",Labour,https://www.theyworkforyou.com/peer/13222/lord_hollick
25016,"Baroness Hollins",Crossbench,https://www.theyworkforyou.com/peer/25016/baroness_hollins
13217,"Baroness Hollis of Heigham",Labour,https://www.theyworkforyou.com/peer/13217/baroness_hollis_of_heigham
25208,"Lord Holmes of Richmond",Conservative,https://www.theyworkforyou.com/peer/25208/lord_holmes_of_richmond
13082,"the Earl of Home",Conservative,https://www.theyworkforyou.com/peer/13082/earl_of_home
13081,"Baroness Hooper",Conservative,https://www.theyworkforyou.com/peer/13081/baroness_hooper
13079,"Lord Hope of Craighead",Judge,https://www.theyworkforyou.com/peer/13079/lord_hope_of_craighead
25187,"Lord Horam",Conservative,https://www.theyworkforyou.com/peer/25187/lord_horam
25723,"Lord Houghton of Richmond",Crossbench,https://www.theyworkforyou.com/peer/25723/lord_houghton_of_richmond
10290,"Lord Howard of Lympne",Conservative,https://www.theyworkforyou.com/peer/10290/lord_howard_of_lympne
13201,"Lord Howard of Rising",Conservative,https://www.theyworkforyou.com/peer/13201/lord_howard_of_rising
13078,"Baroness Howarth of Breckland",Crossbench,https://www.theyworkforyou.com/peer/13078/baroness_howarth_of_breckland
10291,"Lord Howarth of Newport",Labour,https://www.theyworkforyou.com/peer/10291/lord_howarth_of_newport
13077,"Earl Howe",Conservative,https://www.theyworkforyou.com/peer/13077/earl_howe
13075,"Baroness Howe of Idlicote",Crossbench,https://www.theyworkforyou.com/peer/13075/baroness_howe_of_idlicote
13074,"Lord Howell of Guildford",Conservative,https://www.theyworkforyou.com/peer/13074/lord_howell_of_guildford
13073,"Baroness Howells of St Davids",Labour,https://www.theyworkforyou.com/peer/13073/baroness_howells_of_st_davids
13349,"Lord Howie of Troon",Labour,https://www.theyworkforyou.com/peer/13349/lord_howie_of_troon
13350,"Lord Hoyle",Labour,https://www.theyworkforyou.com/peer/13350/lord_hoyle
10296,"Baroness Hughes of Stretford",Labour,https://www.theyworkforyou.com/peer/10296/baroness_hughes_of_stretford
13454,"Lord Hughes of Woodside",Labour,https://www.theyworkforyou.com/peer/13454/lord_hughes_of_woodside
25202,"Baroness Humphreys","Liberal Democrat",https://www.theyworkforyou.com/peer/25202/baroness_humphreys
25781,"Baroness Hunt of Bethnal Green",Crossbench,https://www.theyworkforyou.com/peer/25781/baroness_hunt_of_bethnal_green
13352,"Lord Hunt of Chesterton",Labour,https://www.theyworkforyou.com/peer/13352/lord_hunt_of_chesterton
13353,"Lord Hunt of Kings Heath",Labour,https://www.theyworkforyou.com/peer/13353/lord_hunt_of_kings_heath
13355,"Lord Hunt of Wirral",Conservative,https://www.theyworkforyou.com/peer/13355/lord_hunt_of_wirral
13356,"Lord Hurd of Westwell",Conservative,https://www.theyworkforyou.com/peer/13356/lord_hurd_of_westwell
25046,"Lord Hussain","Liberal Democrat",https://www.theyworkforyou.com/peer/25046/lord_hussain
24983,"Baroness Hussein-Ece","Liberal Democrat",https://www.theyworkforyou.com/peer/24983/baroness_hussein-ece
13486,"Lord Hutton",Crossbench,https://www.theyworkforyou.com/peer/13486/lord_hutton
10303,"Lord Hutton of Furness",Labour,https://www.theyworkforyou.com/peer/10303/lord_hutton_of_furness
13485,"Lord Hylton",Crossbench,https://www.theyworkforyou.com/peer/13485/lord_hylton
13488,"Lord Imbert",Crossbench,https://www.theyworkforyou.com/peer/13488/lord_imbert
13487,"Lord Inge",Crossbench,https://www.theyworkforyou.com/peer/13487/lord_inge
13490,"Lord Inglewood",Conservative,https://www.theyworkforyou.com/peer/13490/lord_inglewood
13489,"Lord Irvine of Lairg",Labour,https://www.theyworkforyou.com/peer/13489/lord_irvine_of_lairg
13880,"Lord James of Blackheath",Conservative,https://www.theyworkforyou.com/peer/13880/lord_james_of_blackheath
25252,"Baroness Janke","Liberal Democrat",https://www.theyworkforyou.com/peer/25252/baroness_janke
13939,"Lord Janvrin",Crossbench,https://www.theyworkforyou.com/peer/13939/lord_janvrin
13886,"Lord Jay of Ewelme",Crossbench,https://www.theyworkforyou.com/peer/13886/lord_jay_of_ewelme
12860,"Baroness Jay of Paddington",Labour,https://www.theyworkforyou.com/peer/12860/baroness_jay_of_paddington
25064,"Baroness Jenkin of Kennington",Conservative,https://www.theyworkforyou.com/peer/25064/baroness_jenkin_of_kennington
25027,"Baroness Jolly","Liberal Democrat",https://www.theyworkforyou.com/peer/25027/baroness_jolly
10317,"Lord Jones",Labour,https://www.theyworkforyou.com/peer/10317/lord_jones
13930,"Lord Jones of Birmingham",Crossbench,https://www.theyworkforyou.com/peer/13930/lord_jones_of_birmingham
10325,"Lord Jones of Cheltenham","Liberal Democrat",https://www.theyworkforyou.com/peer/10325/lord_jones_of_cheltenham
25214,"Baroness Jones of Moulsecoomb",Green,https://www.theyworkforyou.com/peer/25214/baroness_jones_of_moulsecoomb
13877,"Baroness Jones of Whitchurch",Labour,https://www.theyworkforyou.com/peer/13877/baroness_jones_of_whitchurch
12866,"Lord Jopling",Conservative,https://www.theyworkforyou.com/peer/12866/lord_jopling
12990,"Lord Jordan",Labour,https://www.theyworkforyou.com/peer/12990/lord_jordan
12989,"Lord Judd",Labour,https://www.theyworkforyou.com/peer/12989/lord_judd
14138,"Lord Judge",Judge,https://www.theyworkforyou.com/peer/14138/lord_judge
24704,"Lord Kakkar",Crossbench,https://www.theyworkforyou.com/peer/24704/lord_kakkar
13197,"Lord Kalms",Non-affiliated,https://www.theyworkforyou.com/peer/13197/lord_kalms
25446,"Lord Keen of Elie",Conservative,https://www.theyworkforyou.com/peer/25446/lord_keen_of_elie
25212,"Baroness Kennedy of Cradley",Labour,https://www.theyworkforyou.com/peer/25212/baroness_kennedy_of_cradley
24986,"Lord Kennedy of Southwark",Labour,https://www.theyworkforyou.com/peer/24986/lord_kennedy_of_southwark
12994,"Baroness Kennedy of The Shaws",Labour,https://www.theyworkforyou.com/peer/12994/baroness_kennedy_of_the_shaws
13443,"Lord Kerr of Kinlochard",Crossbench,https://www.theyworkforyou.com/peer/13443/lord_kerr_of_kinlochard
24688,"Lord Kerr of Tonaghmore",Judge,https://www.theyworkforyou.com/peer/24688/lord_kerr_of_tonaghmore
25442,"Lord Kerslake",Crossbench,https://www.theyworkforyou.com/peer/25442/lord_kerslake
25061,"Lord Kestenbaum",Labour,https://www.theyworkforyou.com/peer/25061/lord_kestenbaum
25163,"Baroness Kidron",Crossbench,https://www.theyworkforyou.com/peer/25163/baroness_kidron
10589,"Lord Kilclooney",Crossbench,https://www.theyworkforyou.com/peer/10589/lord_kilclooney
10341,"Baroness King of Bow",Labour,https://www.theyworkforyou.com/peer/10341/baroness_king_of_bow
10342,"Lord King of Bridgwater",Conservative,https://www.theyworkforyou.com/peer/10342/lord_king_of_bridgwater
25185,"Lord King of Lothbury",Crossbench,https://www.theyworkforyou.com/peer/25185/lord_king_of_lothbury
13726,"Baroness Kingsmill",Labour,https://www.theyworkforyou.com/peer/13726/baroness_kingsmill
13171,"Lord Kinnock",Labour,https://www.theyworkforyou.com/peer/13171/lord_kinnock
24690,"Baroness Kinnock of Holyhead",Labour,https://www.theyworkforyou.com/peer/24690/baroness_kinnock_of_holyhead
25266,"the Earl of Kinnoull",Crossbench,https://www.theyworkforyou.com/peer/25266/earl_of_kinnoull
13219,"Lord Kirkham",Conservative,https://www.theyworkforyou.com/peer/13219/lord_kirkham
13212,"Lord Kirkhill",Labour,https://www.theyworkforyou.com/peer/13212/lord_kirkhill
18019,"Lord Kirkhope of Harrogate",Conservative,https://www.theyworkforyou.com/peer/18019/lord_kirkhope_of_harrogate
10345,"Lord Kirkwood of Kirkhope","Liberal Democrat",https://www.theyworkforyou.com/peer/10345/lord_kirkwood_of_kirkhope
13213,"Baroness Knight of Collingtree",Conservative,https://www.theyworkforyou.com/peer/13213/baroness_knight_of_collingtree
11027,"Lord Knight of Weymouth",Labour,https://www.theyworkforyou.com/peer/11027/lord_knight_of_weymouth
11783,"Baroness Kramer","Liberal Democrat",https://www.theyworkforyou.com/peer/11783/baroness_kramer
13924,"Lord Krebs",Crossbench,https://www.theyworkforyou.com/peer/13924/lord_krebs
13667,"Lord Laird",Non-affiliated,https://www.theyworkforyou.com/peer/13667/lord_laird
13668,"Lord Laming",Crossbench,https://www.theyworkforyou.com/peer/13668/lord_laming
13193,"Lord Lamont of Lerwick",Conservative,https://www.theyworkforyou.com/peer/13193/lord_lamont_of_lerwick
25178,"Baroness Lane-Fox of Soho",Crossbench,https://www.theyworkforyou.com/peer/25178/baroness_lane-fox_of_soho
13382,"Lord Lang of Monkton",Conservative,https://www.theyworkforyou.com/peer/13382/lord_lang_of_monkton
10349,"Lord Lansley",Conservative,https://www.theyworkforyou.com/peer/10349/lord_lansley
25193,"Baroness Lawrence of Clarendon",Labour,https://www.theyworkforyou.com/peer/25193/baroness_lawrence_of_clarendon
22053,"Lord Lawson of Blaby",Conservative,https://www.theyworkforyou.com/peer/22053/lord_lawson_of_blaby
13376,"Lord Layard",Labour,https://www.theyworkforyou.com/peer/13376/lord_layard
13379,"Lord Lea of Crondall",Labour,https://www.theyworkforyou.com/peer/13379/lord_lea_of_crondall
13729,"Lord Leach of Fairford",Conservative,https://www.theyworkforyou.com/peer/13729/lord_leach_of_fairford
13724,"Lord Lee of Trafford","Liberal Democrat",https://www.theyworkforyou.com/peer/13724/lord_lee_of_trafford
25263,"the Bishop of Leeds",Bishop,https://www.theyworkforyou.com/peer/25263/bishop_of_leeds
25196,"Lord Leigh of Hurley",Conservative,https://www.theyworkforyou.com/peer/25196/lord_leigh_of_hurley
13479,"Lord Leitch",Labour,https://www.theyworkforyou.com/peer/13479/lord_leitch
25243,"Lord Lennie",Labour,https://www.theyworkforyou.com/peer/25243/lord_lennie
13378,"Lord Lester of Herne Hill","Liberal Democrat",https://www.theyworkforyou.com/peer/13378/lord_lester_of_herne_hill
13587,"Lord Levene of Portsoken",Crossbench,https://www.theyworkforyou.com/peer/13587/lord_levene_of_portsoken
13372,"Lord Levy",Labour,https://www.theyworkforyou.com/peer/13372/lord_levy
25030,"Lord Lexden",Conservative,https://www.theyworkforyou.com/peer/25030/lord_lexden
10360,"Baroness Liddell of Coatdyke",Labour,https://www.theyworkforyou.com/peer/10360/baroness_liddell_of_coatdyke
24975,"Lord Liddle",Labour,https://www.theyworkforyou.com/peer/24975/lord_liddle
10362,"Lord Lilley",Conservative,https://www.theyworkforyou.com/peer/10362/lord_lilley
25724,"the Bishop of Lincoln",Bishop,https://www.theyworkforyou.com/peer/25724/bishop_of_lincoln
13647,"the Earl of Lindsay",Conservative,https://www.theyworkforyou.com/peer/13647/earl_of_lindsay
25025,"Lord Lingfield",Conservative,https://www.theyworkforyou.com/peer/25025/lord_lingfield
13645,"Lord Lipsey",Labour,https://www.theyworkforyou.com/peer/13645/lord_lipsey
25058,"Baroness Lister of Burtersett",Labour,https://www.theyworkforyou.com/peer/25058/baroness_lister_of_burtersett
13646,"the Earl of Listowel",Crossbench,https://www.theyworkforyou.com/peer/13646/earl_of_listowel
25262,"Lord Lisvane",Crossbench,https://www.theyworkforyou.com/peer/25262/lord_lisvane
25477,"Lord Livermore",Labour,https://www.theyworkforyou.com/peer/25477/lord_livermore
13298,"the Earl of Liverpool",Conservative,https://www.theyworkforyou.com/peer/13298/earl_of_liverpool
25184,"Lord Livingston of Parkhead",Conservative,https://www.theyworkforyou.com/peer/25184/lord_livingston_of_parkhead
25707,"Lord Llewellyn of Steep",Conservative,https://www.theyworkforyou.com/peer/25707/lord_llewellyn_of_steep
13305,"Lord Lloyd-Webber",Conservative,https://www.theyworkforyou.com/peer/13305/lord_lloyd-webber
13132,"Baroness Lockwood",Labour,https://www.theyworkforyou.com/peer/13132/baroness_lockwood
25725,"the Bishop of London",Bishop,https://www.theyworkforyou.com/peer/25725/bishop_of_london
25039,"Lord Loomba","Liberal Democrat",https://www.theyworkforyou.com/peer/25039/lord_loomba
10010,"the Marquess of Lothian",Conservative,https://www.theyworkforyou.com/peer/10010/marquess_of_lothian
13876,"Lord Low of Dalston",Crossbench,https://www.theyworkforyou.com/peer/13876/lord_low_of_dalston
13301,"Lord Lucas",Conservative,https://www.theyworkforyou.com/peer/13301/lord_lucas
13300,"Lord Luce",Crossbench,https://www.theyworkforyou.com/peer/13300/lord_luce
13299,"Baroness Ludford","Liberal Democrat",https://www.theyworkforyou.com/peer/13299/baroness_ludford
25466,"Lord Lupton",Conservative,https://www.theyworkforyou.com/peer/25466/lord_lupton
13154,"Lord Lyell",Conservative,https://www.theyworkforyou.com/peer/13154/lord_lyell
25144,"the Earl of Lytton",Crossbench,https://www.theyworkforyou.com/peer/25144/earl_of_lytton
10386,"Lord MacGregor of Pulham Market",Conservative,https://www.theyworkforyou.com/peer/10386/lord_macgregor_of_pulham_market
13124,"Lord MacKenzie of Culkein",Labour,https://www.theyworkforyou.com/peer/13124/lord_mackenzie_of_culkein
13127,"Lord MacLaurin of Knebworth",Conservative,https://www.theyworkforyou.com/peer/13127/lord_maclaurin_of_knebworth
25006,"Lord Macdonald of River Glaven","Liberal Democrat",https://www.theyworkforyou.com/peer/25006/lord_macdonald_of_river_glaven
13565,"Lord Macdonald of Tradeston",Labour,https://www.theyworkforyou.com/peer/13565/lord_macdonald_of_tradeston
13122,"Lord Mackay of Clashfern",Conservative,https://www.theyworkforyou.com/peer/13122/lord_mackay_of_clashfern
13123,"Lord Mackay of Drumadoon",Judge,https://www.theyworkforyou.com/peer/13123/lord_mackay_of_drumadoon
13125,"Lord Mackenzie of Framwellgate",Non-affiliated,https://www.theyworkforyou.com/peer/13125/lord_mackenzie_of_framwellgate
10396,"Lord Maclennan of Rogart","Liberal Democrat",https://www.theyworkforyou.com/peer/10396/lord_maclennan_of_rogart
25595,"Lord Macpherson of Earl's Court",Crossbench,https://www.theyworkforyou.com/peer/25595/lord_macpherson_of_earl%27s_court
13130,"Baroness Maddock","Liberal Democrat",https://www.theyworkforyou.com/peer/13130/baroness_maddock
25062,"Lord Magan of Castletown",Conservative,https://www.theyworkforyou.com/peer/25062/lord_magan_of_castletown
10406,"Lord Maginnis of Drumglass","Independent Ulster Unionist",https://www.theyworkforyou.com/peer/10406/lord_maginnis_of_drumglass
25488,"Lord Mair",Crossbench,https://www.theyworkforyou.com/peer/25488/lord_mair
12907,"Baroness Mallalieu",Labour,https://www.theyworkforyou.com/peer/12907/baroness_mallalieu
13929,"Lord Malloch-Brown",Crossbench,https://www.theyworkforyou.com/peer/13929/lord_malloch-brown
13321,"Lord Mance",Judge,https://www.theyworkforyou.com/peer/13321/lord_mance
12905,"Lord Mancroft",Conservative,https://www.theyworkforyou.com/peer/12905/lord_mancroft
10412,"Lord Mandelson",Labour,https://www.theyworkforyou.com/peer/10412/lord_mandelson
14133,"Baroness Manningham-Buller",Crossbench,https://www.theyworkforyou.com/peer/14133/baroness_manningham-buller
25190,"Baroness Manzoor",Conservative,https://www.theyworkforyou.com/peer/25190/baroness_manzoor
12904,"the Countess of Mar",Crossbench,https://www.theyworkforyou.com/peer/12904/countess_of_mar
12903,"the Earl of Mar and Kellie","Liberal Democrat",https://www.theyworkforyou.com/peer/12903/earl_of_mar_and_kellie
25035,"Lord Marks of Henley-on-Thames","Liberal Democrat",https://www.theyworkforyou.com/peer/25035/lord_marks_of_henley-on-thames
13723,"Lord Marland",Conservative,https://www.theyworkforyou.com/peer/13723/lord_marland
12902,"Lord Marlesford",Conservative,https://www.theyworkforyou.com/peer/12902/lord_marlesford
10420,"Lord Martin of Springburn",Crossbench,https://www.theyworkforyou.com/peer/10420/lord_martin_of_springburn
12909,"Baroness Masham of Ilton",Crossbench,https://www.theyworkforyou.com/peer/12909/baroness_masham_of_ilton
13552,"Baroness Massey of Darwen",Labour,https://www.theyworkforyou.com/peer/13552/baroness_massey_of_darwen
10423,"Lord Maude of Horsham",Conservative,https://www.theyworkforyou.com/peer/10423/lord_maude_of_horsham
10424,"Lord Mawhinney",Conservative,https://www.theyworkforyou.com/peer/10424/lord_mawhinney
13925,"Lord Mawson",Crossbench,https://www.theyworkforyou.com/peer/13925/lord_mawson
10425,"Lord Maxton",Labour,https://www.theyworkforyou.com/peer/10425/lord_maxton
13549,"Lord May of Oxford",Crossbench,https://www.theyworkforyou.com/peer/13549/lord_may_of_oxford
10376,"Lord McAvoy",Labour,https://www.theyworkforyou.com/peer/10376/lord_mcavoy
13563,"Lord McCluskey",Crossbench,https://www.theyworkforyou.com/peer/13563/lord_mccluskey
13564,"Lord McColl of Dulwich",Conservative,https://www.theyworkforyou.com/peer/13564/lord_mccoll_of_dulwich
14049,"Lord McConnell of Glenscorrodale",Labour,https://www.theyworkforyou.com/peer/14049/lord_mcconnell_of_glenscorrodale
25730,"Lord McCrea of Magherafelt and Cookstown",DUP,https://www.theyworkforyou.com/peer/25730/lord_mccrea_of_magherafelt_and_cookstown
13058,"Baroness McDonagh",Labour,https://www.theyworkforyou.com/peer/13058/baroness_mcdonagh
10384,"Lord McFall of Alcluith",Labour,https://www.theyworkforyou.com/peer/10384/lord_mcfall_of_alcluith
25474,"Baroness McGregor-Smith",Conservative,https://www.theyworkforyou.com/peer/25474/baroness_mcgregor-smith
25585,"Lord McInnes of Kilwinning",Conservative,https://www.theyworkforyou.com/peer/25585/lord_mcinnes_of_kilwinning
